MANUFACTURER,BRAND,ITEM,ITEM_DESCRIPTION,CATEGORY,FORMAT,ATTR1,ATTR2,ATTR3
CLOROX,CLOROX,7501071902246,CLOROX ROPA BLANCA BOT PLAST 930ML 7501071902246,1,LIQUIDO,SAFE BLEACH,FABRIC TREATMENT,BLANCO
CLOROX,CLOROX,7501071902277,CLOROX ROPA BLANCA BOT PLAST  1800ML NAL 7501071902277,1,LIQUIDO,SAFE BLEACH,FABRIC TREATMENT,BLANCO
CLOROX,CLOROX,7501071902314,CLOROX ROPA COLOR BOT 500 ML 7501071902314,1,LIQUIDO,SAFE BLEACH,FABRIC TREATMENT,PRE LAVADOR
CLOROX,CLOROX,7501071902369,CLOROX BEBE BOT PLAST 930 ML NAL 7501071902369,1,LIQUIDO,CLORO,CLORO,ROPA BEBE
CLOROX,CLOROX,7501071902376,CLOROX BEBE BOT PLAST 1890 ML NAL 7501071902376,1,LIQUIDO,CLORO,CLORO,ROPA BEBE
CLOROX,CLOROX,7501071902475BP1,CLOROX ROPA BLANCA BOT 495 MLG/CMM CONCENTRA REG BOT 3800 ML 7501071902475BP1,1,LIQUIDO,SAFE BLEACH,FABRIC TREATMENT,ROPA BLANCA
CLOROX,CLOROX,7501071902475BP2,CLOROX CONCENTRAD REG BOT 3800ML C/GMM ROPA BLANCA 495ML NAL 7501071902475BP2,1,LIQUIDO,CLORO,CLORO,NO DEFINIDO
CLOROX,CLOROX,7501071902482,CLOROX ROPA COLOR BOT 1800 MLC/GMM ROPA BLANCA BOT 495 ML 7501071902482,1,LIQUIDO,SAFE BLEACH,FABRIC TREATMENT,ROPA COLOR
CLOROX,CLOROX,7501071902819,CLOROX BEBE BOT PALST 1890ML C/G POETT BEBE 450 ML 7501071902819,1,LIQUIDO,CLORO,CLORO,OTR. TIPOS
CLOROX,CLOROX,7501071902918BP2,CLOROX CONCENTRADO REG BOT PLAS 3800ML C/GMM DESENG 495ML NA 7501071902918BP2,1,LIQUIDO,CLORO,CLORO,NO DEFINIDO
CLOROX,CLOROX,7501071902932,CLOROX AROMA AIRE BOSQUE BOT PLAST 930ML NAL 7501071902932,1,LIQUIDO,CLORO,CLORO,OTR. TIPOS
CLOROX,CLOROX,7501071902949,CLOROX AROMA AIRE BOSQUE BOT PLAST 3800ML NAL 7501071902949,1,LIQUIDO,CLORO,CLORO,NO DEFINIDO
CLOROX,CLOROX,7501071902956,CLOROX BLANQUEADOR CONCENTRADO 5.8L NAL 7501071902956,1,LIQUIDO,CLORO,CLORO,NO DEFINIDO
CLOROX,CLOROX,7501071903038,CLOROX ROPA COLOR QUITAMANCHAS BOT 1800MC/MM R.COL BOT 500ML 7501071903038,1,LIQUIDO,SAFE BLEACH,FABRIC TREATMENT,PRE LAVADOR
CLOROX,CLOROX,7501071903304,CLOROX AROMA MAGIA FLORAL BOT PLAST 930ML NAL 7501071903304,1,LIQUIDO,CLORO,CLORO,NO DEFINIDO
CLOROX,CLOROX,7501071903311,CLOROX AROMA MAGIA FLORAL BOT PLAST 3800ML NAL 7501071903311,1,LIQUIDO,CLORO,CLORO,NO DEFINIDO
CLOROX,CLOROX,7501071903335,CLOROX AROMA MENTA FRESCA BOT PLAST 930ML NAL 7501071903335,1,LIQUIDO,CLORO,CLORO,NO DEFINIDO
CLOROX,CLOROX,7501071903342,CLOROX AROMA MENTA FRESCA BOT PLAST 3800ML NAL 7501071903342,1,LIQUIDO,CLORO,CLORO,NO DEFINIDO
CLOROX,CLOROX,7501071903359,CLOROX AROMA PUREZA CITRICA BOT PLAST 930ML NAL 7501071903359,1,LIQUIDO,CLORO,CLORO,NO DEFINIDO
CLOROX,CLOROX,7501071903366,CLOROX AROMA PUREZA CITRICA BOT PLAST 3800ML NAL 7501071903366,1,LIQUIDO,CLORO,CLORO,NO DEFINIDO
CLOROX,CLOROX,7501071903427,CLOROX AROMA MAGIA FLORAL BOT PLAST 500ML NAL 7501071903427,1,LIQUIDO,CLORO,CLORO,NO DEFINIDO
CLOROX,CLOROX,7501071903465,CLOROX ROPA COLOR BOT 930MLC/POETT ESPIRITU JOVEN BOT 900ML 7501071903465,1,LIQUIDO,SAFE BLEACH,FABRIC TREATMENT,ROSA
CLOROX,CLOROX,7501071903854,CLOROX AROMA MAGIA FLORAL BOT PLAS 1890 ML NAL 7501071903854,1,LIQUIDO,CLORO,CLORO,NO DEFINIDO
CLOROX,CLOROX,7501071903861,CLOROX PUREZA CITRICA BOT PLAS 1.89 LT 7501071903861,1,LIQUIDO,CLORO,CLORO,NO DEFINIDO
CLOROX,CLOROX,7501071903878,CLOROX COLORES VIVOS ALEGRIA FLORAL BOTE 930 ML 7501071903878,1,LIQUIDO,SAFE BLEACH,FABRIC TREATMENT,PRE LAVADOR
CLOROX,CLOROX,7501071903885,CLOROX ROPA COLOR ALEGRIA FLORAL  BOTELLA 1890 ML 7501071903885,1,LIQUIDO,SAFE BLEACH,FABRIC TREATMENT,PRE LAVADOR
CLOROX,CLOROX,7501071904103,CLOROX BLANCOS INTENSOS QUITAMANCHAS BOTELLA 930 ML 7501071904103,1,LIQUIDO,SAFE BLEACH,FABRIC TREATMENT,BLANCO
CLOROX,CLOROX,7501071904110,CLOROX BLANCOS INTENSOS QUITAMANCHAS BOTELLA 1.8 LT 7501071904110,1,LIQUIDO,SAFE BLEACH,FABRIC TREATMENT,BLANCO
CLOROX,CLOROX,7501071904349,CLOROX ROPA COLORES VIVOS OXIGENO ACTIVO GALON 3800ML NAL 7501071904349,1,LIQUIDO,SAFE BLEACH,FABRIC TREATMENT,ROPA COLOR
CLOROX,CLOROX,7501071904424,CLOROX ROPA COLOR ECONOPACK 730 ML 7501071904424,1,LIQUIDO,SAFE BLEACH,FABRIC TREATMENT,PRE LAVADOR
CLOROX,CLOROX,7501071904431,CLOROX ROPA COLOR BOLSA 500 ML NAL 7501071904431,1,LIQUIDO,SAFE BLEACH,FABRIC TREATMENT,PRE LAVADOR
CLOROX,CLOROX,7501071904448,CLOROX BLANCOS INTENSOS DOY PACK 730 ML 7501071904448,1,LIQUIDO,SAFE BLEACH,FABRIC TREATMENT,BLANCO
CLOROX,CLOROX,7501071905285,CLOROX POWER GEL LIMP MULTIU MAGIA FLORAL BOTE 500ML 7501071905285,1,GEL,CLORO,CLORO,MULTIUSOS
CLOROX,CLOROX,7501071905292,CLOROX POWER GEL LIMP MULTIU MAGIA FLORAL BOTE 930ML 7501071905292,1,GEL,CLORO,CLORO,MULTIUSOS
CLOROX,CLOROX,7501071905339,CLOROX POWER GEL MULTIU ORIGINAL BOTE 500ML 7501071905339,1,GEL,CLORO,CLORO,MULTIUSOS
CLOROX,CLOROX,7501071905346,CLOROX POWER GEL LIMP MULTIU BOTE 930ML 7501071905346,1,GEL,CLORO,CLORO,MULTIUSOS
CLOROX,CLOROX,7501071905537,CLOROX BLANQUEADOR TOTAL AIRES DE NAVIDAD BOT 1.89LT 7501071905537,1,LIQUIDO,CLORO,CLORO,NO DEFINIDO
CLOROX,CLOROX,7501071905551,CLOROX REG CONCENTRADO 20% GRATIS BOTE 1.89LT NAL 7501071905551,1,LIQUIDO,CLORO,CLORO,NO DEFINIDO
CLOROX,CLOROX,7501071905759,CLOROX POWER GEL CLORO+LIMP COCINAYBANOS MENTA FRESCA BT500M 7501071905759,1,GEL,CLORO,CLORO,MULTIUSOS
CLOROX,CLOROX,7501071905766,CLOROX POWER GEL CLORO+LIMP COCINAYBANOS MENTA FRESCA BT930M 7501071905766,1,GEL,CLORO,CLORO,MULTIUSOS
CLOROX,CLOROX,7501071906701,CLOROX BLANCOS BRILLANTES QUITAMANCHAS POUCH 730 ML 7501071906701,1,LIQUIDO,SAFE BLEACH,FABRIC TREATMENT,BLANCO
CLOROX,CLOROX,7501071906718,CLOROX BLANCOS BRILLANTES QUITAMANCHAS BOTELLA 930 ML 7501071906718,1,LIQUIDO,SAFE BLEACH,FABRIC TREATMENT,BLANCO
CLOROX,CLOROX,7501071906725,CLOROX BLANCOS INTENSOS BOT. PLAST 1890 ML NAL 7501071906725,1,LIQUIDO,SAFE BLEACH,FABRIC TREATMENT,BLANCO
CLOROX,CLOROX,7501071906800,CLOROX ROPA COLOR DUO PACK BOTELLA 930ML C/U = 1860ML 7501071906800,1,LIQUIDO,SAFE BLEACH,FABRIC TREATMENT,PRE LAVADOR
CLOROX,CLOROX,7501071906879BP1,CLOROXROPACOLORESVIVBOT1.89LTC/GMMBLANCOSBRILLANTPOUCH500ML 7501071906879BP1,1,LIQUIDO,SAFE BLEACH,FABRIC TREATMENT,PRE LAVADOR
CLOROX,CLOROX,7501071906879BP2,CLOROXBLANCOSBRILLANTPOUCH500MLG/CMMROPACOLORESVIVBOT1.89LT 7501071906879BP2,1,LIQUIDO,SAFE BLEACH,FABRIC TREATMENT,BLANCO
CLOROX,CLOROX,7501071907074,CLOROX  BLANCOS BRILLANTES QUITAMANCHAS POUCH 500ML 7501071907074,1,LIQUIDO,SAFE BLEACH,FABRIC TREATMENT,BLANCO
CLOROX,CLOROX,7501071907197,CLOROX MASCOTAS BLANQUEADOR+DETERGENTE GALON 10L 7501071907197,1,LIQUIDO,CLORO,CLORO,MASCOTAS
CLOROX,CLOROX,7501071907227BP1,CLOROXBLANCOSBRILLANTESBOT930ML+MMCOLORESVIVOSBOT930MLPVP 7501071907227BP1,1,LIQUIDO,SAFE BLEACH,FABRIC TREATMENT,ROPA BLANCA
CLOROX,CLOROX,7501071907227BP2,CLOROXCOLORESVIVOSBOT930ML+MMBLANCOSBRILLANTESBOT930MLPVP 7501071907227BP2,1,LIQUIDO,SAFE BLEACH,FABRIC TREATMENT,ROPA COLOR
CLOROX,CLOROX,7501071907401,CLOROX MASCOTAS CLORO DESINFECT C/DETERGENTE BP 930ML 7501071907401,1,LIQUIDO,CLORO,CLORO,MASCOTAS
CLOROX,CLOROX,7501071907425,CLOROX MASCOTAS CLORO DESINFECTANTE C/DETERGENTE GARRF 3.8L 7501071907425,1,LIQUIDO,CLORO,CLORO,MASCOTAS
CLOROX,CLOROX,7501071907517,CLOROX TRIPLE ACCION BLANQUEADOR PUREZA CITRICA GALON 10L 7501071907517,1,LIQUIDO,CLORO,CLORO,NO DEFINIDO
CLOROX,CLOROX,7501071907654,CLOROX ANTISPLASH BLANQUEADOR+DETERGENTE GEL BP 500ML 7501071907654,1,GEL,CLORO,CLORO,MULTIUSOS
CLOROX,CLOROX,7501071907661,CLOROX ANTISPLASH BLANQUEADOR+DETRG GEL BP 930ML 7501071907661,1,GEL,CLORO,CLORO,MULTIUSOS
CLOROX,CLOROX,7501071907692,CLOROX ANTISPLASH GEL BLANQUEADOR+ DETERGENTE BP 1890ML 7501071907692,1,GEL,CLORO,CLORO,MULTIUSOS
CLOROX,CLOROX,7501071907715,CLOROX ANTISPLASH GEL BLANQ+DETERG MAGIA FLORAL BP 930ML 7501071907715,1,GEL,CLORO,CLORO,MULTIUSOS
CLOROX,CLOROX,7501071907722,CLOROX ANTISPLASH BLANQ+DET GEL FLORES DE LAVANDA BP 930ML 7501071907722,1,GEL,CLORO,CLORO,MULTIUSOS
CLOROX,CLOROX,7501071907784,CLOROX BLANQUEADOR PUREZA CITRICA GALON 10L 7501071907784,1,LIQUIDO,CLORO,CLORO,NO DEFINIDO
CLOROX,CLOROX,7501071908385,CLOROX ANTISPLASH BLANQ+DET GEL BP 3800ML 7501071908385,1,GEL,CLORO,CLORO,MULTIUSOS
CHURCH & DWIGHT,OXI CLEAN,7501080900134,OXI CLEAN QUITAMANCHAS VERSATIL SOBRE 220 GR 7501080900134,1,POLVO,SAFE BLEACH,FABRIC TREATMENT,PRE LAVADOR
CHURCH & DWIGHT,OXI CLEAN,7501080900141,OXI CLEAN QUITAMANCHAS VERSATIL SOBRE 420 GR 7501080900141,1,POLVO,SAFE BLEACH,FABRIC TREATMENT,PRE LAVADOR
CHURCH & DWIGHT,OXI CLEAN,7501080900158,OXI CLEAN QUITAMANCHAS VERSATIL SOBRE 860 GR 7501080900158,1,POLVO,SAFE BLEACH,FABRIC TREATMENT,PRE LAVADOR
CHURCH & DWIGHT,OXI CLEAN,7501080900165,OXI CLEAN QUITAMANCHAS VERSATIL SOBRE 110 GR 7501080900165,1,POLVO,SAFE BLEACH,FABRIC TREATMENT,PRE LAVADOR
CHURCH & DWIGHT,OXI CLEAN,7501080900585,OXI CLEAN SANITIZER QUITAMANCHAS ROPA AROMA FRESCO BOT1.13KG 7501080900585,1,POLVO,PRELAVADOR,FABRIC TREATMENT,PRE LAVADOR
CHURCH & DWIGHT,OXI CLEAN,7501080952386,OXICLEAN GEL REMOVEDOR DE MANCHAS LIQ BOT 1.6 LT 7501080952386,1,GEL,SAFE BLEACH,FABRIC TREATMENT,PRE LAVADOR
CHURCH & DWIGHT,OXI CLEAN,7501080952973,OXICLEAN POLVO BOTE 420 GR 7501080952973,1,POLVO,SAFE BLEACH,FABRIC TREATMENT,PRE LAVADOR
CHURCH & DWIGHT,OXI CLEAN,7501080952980,OXICLEAN POLVO BOTE 900GR +300GR= 1200 GR 7501080952980,1,POLVO,SAFE BLEACH,FABRIC TREATMENT,PRE LAVADOR
CHURCH & DWIGHT,OXI CLEAN,7501080952997,OXICLEAN POLVO BOTE 2.27 KG 7501080952997,1,POLVO,SAFE BLEACH,FABRIC TREATMENT,PRE LAVADOR
CHURCH & DWIGHT,OXI CLEAN,7501080954786,OXI CLEAN ULTRA QUITAMANCHAS GEL BOL 200ML 7501080954786,1,GEL,SAFE BLEACH,FABRIC TREATMENT,PRE LAVADOR
CHURCH & DWIGHT,OXI CLEAN,7501080954793,OXI CLEAN ULTRA QUITAMANCHAS GEL BOL 600ML 7501080954793,1,GEL,SAFE BLEACH,FABRIC TREATMENT,PRE LAVADOR
CHURCH & DWIGHT,OXI CLEAN,7501080955028,OXI CLEAN QUITAMANCHAS BOTE 2.27GR C/G CUBETA 7501080955028,1,POLVO,SAFE BLEACH,FABRIC TREATMENT,OTR. TIPOS
CHURCH & DWIGHT,OXI CLEAN,7501080955103,OXI CLEAN ULTRA QUITAMANCHAS GEL BOT PLAS 2LT 7501080955103,1,GEL,SAFE BLEACH,FABRIC TREATMENT,PRE LAVADOR
CHURCH & DWIGHT,OXI CLEAN,7501080955486,OXI CLEAN REMOVEDOR DE MANCHAS BOLSA 900ML 7501080955486,1,LIQUIDO,SAFE BLEACH,FABRIC TREATMENT,PRE LAVADOR
CHURCH & DWIGHT,OXI CLEAN,7501080955530,OXI CLEAN QUITAMANCHAS VERSATIL SOBRE 140GR 7501080955530,1,POLVO,SAFE BLEACH,FABRIC TREATMENT,PRE LAVADOR
CHURCH & DWIGHT,OXI CLEAN,7501080955554,OXI CLEAN QUITAMANCHASVERSATIL CAJA 2.770GR C/G 500GR=3270GR 7501080955554,1,POLVO,SAFE BLEACH,FABRIC TREATMENT,OTR. TIPOS
CHURCH & DWIGHT,OXI CLEAN,7501080955561BP1,OXICLEAN QUITAMAN VERSATIL BTE1.20KG C/G A&H DETER LIQ 900ML 7501080955561BP1,1,POLVO,SAFE BLEACH,FABRIC TREATMENT,OTR. TIPOS
CHURCH & DWIGHT,OXI CLEAN,7501080955721BP2,OXICLEAN ULT BOL200MG/CARM&HLIMPFRESBT4.65LG/CMMVERS SOB140G 7501080955721BP2,1,GEL,SAFE BLEACH,FABRIC TREATMENT,OTR. TIPOS
CHURCH & DWIGHT,OXI CLEAN,7501080955721BP3,OXICLEAN VERS SOB140GG/CARM&HLIMPFRESBT4.65LC/GMMULT BOL200M 7501080955721BP3,1,POLVO,SAFE BLEACH,FABRIC TREATMENT,OTR. TIPOS
CHURCH & DWIGHT,OXI CLEAN,7501080955776BP2,OXICLEAN ULT BOL900MLG/CARM&HAMMER LIMPIEZA FRESCA BOT4.65LT 7501080955776BP2,1,GEL,SAFE BLEACH,FABRIC TREATMENT,OTR. TIPOS
CHURCH & DWIGHT,OXI CLEAN,7501080955783BP2,OXICLEAN ULT BOL600MLG/CARM&HAMMER LIMPIEZA FLORAL BOT4.65LT 7501080955783BP2,1,GEL,SAFE BLEACH,FABRIC TREATMENT,OTR. TIPOS
CHURCH & DWIGHT,OXI CLEAN,7501080955899BP1,OXICLEANQUITAMANVERSATILBOTE1.2KGC/GSINMARCACEPILLOP/LAV1PZA 7501080955899BP1,1,POLVO,SAFE BLEACH,FABRIC TREATMENT,PRE LAVADOR
CLOROX,CLOROX,7501126570598,CLOROX  BLANQUEADOR LIQ. BOT 500ML +MM PINZAS P/ROPA NAL 7501126570598,1,LIQUIDO,CLORO,CLORO,NO DEFINIDO
